****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350695 ******* 

Variable    Labels
ER66488    DE31 WTR SAL PD OT (SP-E)               
ER66489    DE32 HOW PAID FOR OT                    
ER66490    DE32A EXACT OT PAY IF SALARIED          
ER66491    DE32A EXACT OT PAY PER                  
ER66492    DE33 HOURLY REGULAR RATE                
ER66493    DE34 OT DIFFERENTIAL 1ST                
ER66494    DE34 OT DIFFERENTIAL 2ND                
ER66495    DE34 OT DIFFERENTIAL 3RD                
ER66496    DE34A EXACT OT PAY IF HOURLY            
ER66497    DE34A EXACT OT PAY PER                  
ER66498    DE36 AVG TIPS/COMM                      
ER66499    DE36 TIPS/COMM PER WHAT                 
ER66500    DE37 AVG TIPS/COMM                      
ER66501    DE37 TIPS/COMM PER WHAT                 
ER66502    DE38 HOW PAID-OTR (SP-E)                
ER66503    DE39 OT RATE                            
ER66504    DE39ACKPT WTR ONE OR MORE CURRENT JOBS  
ER66505    DE39A HOURS WORKED PER WEEK ON CMJ      
ER66506    DE41 YRS PRES EMP (SP-E)                
ER66507    DE41 MOS PRES EMP (SP-E)                
ER66508    DE41 WKS PRES EMP (SP-E)                
ER66509    DE43 HOURS/WEEK WORKED--JOB 1           
ER66510    ACCURACY OF HR/WK WORKED--SP JOB 1      
ER66511    DE44 WTR WORKED OT--JOB 1               
ER66512    DE45 AMT OF OT WORKED--JOB 1            
ER66513    DE45 OT TIME UNIT--JOB 1                
ER66514    ACCURACY OF OT--SP JOB 1                
ER66515    DE46 AMOUNT EARNED LAST YEAR--JOB 1     
ER66516    DE46 PER FOR AMT EARNED LAST YR--JOB 1  
ER66517    DE51 WHY LAST JOB END (SP-U)            
ER66518    DE6 BEGINNING MONTH--JOB 2              
ER66519    DE6 BEGINNING YEAR--JOB 2               
ER66520    DE6 ENDING MONTH--JOB 2                 
ER66521    DE6 ENDING YEAR--JOB 2                  
ER66522    DE6 WTR EMPLOYED--JOB 2 JAN             
ER66523    DE6 WTR EMPLOYED--JOB 2 FEB             
ER66524    DE6 WTR EMPLOYED--JOB 2 MAR             
ER66525    DE6 WTR EMPLOYED--JOB 2 APR             
ER66526    DE6 WTR EMPLOYED--JOB 2 MAY             
ER66527    DE6 WTR EMPLOYED--JOB 2 JUN             
ER66528    DE6 WTR EMPLOYED--JOB 2 JUL             
ER66529    DE6 WTR EMPLOYED--JOB 2 AUG             
ER66530    DE6 WTR EMPLOYED--JOB 2 SEP             
ER66531    DE6 WTR EMPLOYED--JOB 2 OCT             
ER66532    DE6 WTR EMPLOYED--JOB 2 NOV             
ER66533    DE6 WTR EMPLOYED--JOB 2 DEC             
ER66534    DE20 MAIN OCC FOR JOB 2: 2010 CODE (SP) 
ER66535    DE21 MAIN IND FOR JOB 2: 2012 CODE (SP) 
ER66536    DE22 WORK SELF/OTR?--JOB 2              
ER66537    DE23 CORP/UNCORP BUS--JOB 2             
ER66538    DE24 WORK FOR GOVT?--JOB 2              
ER66539    DE43 HOURS/WEEK WORKED--JOB 2           
ER66540    ACCURACY OF HR/WK WORKED--SP JOB 2      
ER66541    DE44 WTR WORKED OT--JOB 2               
ER66542    DE45 AMT OF OT WORKED--JOB 2            
ER66543    DE45 OT TIME UNIT--JOB 2                
ER66544    ACCURACY OF OT--SP JOB 2                
ER66545    DE46 AMOUNT EARNED LAST YEAR--JOB 2     
ER66546    DE46 PER FOR AMT EARNED LAST YR--JOB 2  
ER66547    DE51 WHY JOB ENDED--JOB 2               
ER66548    DE6 BEGINNING MONTH--JOB 3              
ER66549    DE6 BEGINNING YEAR--JOB 3               
ER66550    DE6 ENDING MONTH--JOB 3                 
ER66551    DE6 ENDING YEAR--JOB 3                  
ER66552    DE6 WTR EMPLOYED--JOB 3 JAN             
ER66553    DE6 WTR EMPLOYED--JOB 3 FEB             
ER66554    DE6 WTR EMPLOYED--JOB 3 MAR             
ER66555    DE6 WTR EMPLOYED--JOB 3 APR             
ER66556    DE6 WTR EMPLOYED--JOB 3 MAY             
ER66557    DE6 WTR EMPLOYED--JOB 3 JUN             
ER66558    DE6 WTR EMPLOYED--JOB 3 JUL             
ER66559    DE6 WTR EMPLOYED--JOB 3 AUG             
ER66560    DE6 WTR EMPLOYED--JOB 3 SEP             
ER66561    DE6 WTR EMPLOYED--JOB 3 OCT             
ER66562    DE6 WTR EMPLOYED--JOB 3 NOV             
ER66563    DE6 WTR EMPLOYED--JOB 3 DEC             
ER66564    DE20 MAIN OCC FOR JOB 3: 2010 CODE (SP) 
ER66565    DE21 MAIN IND FOR JOB 3: 2012 CODE (SP) 
ER66566    DE22 WORK SELF/OTR?--JOB 3              
ER66567    DE23 CORP/UNCORP BUS--JOB 3             
ER66568    DE24 WORK FOR GOVT?--JOB 3              
ER66569    DE43 HOURS/WEEK WORKED--JOB 3           
ER66570    ACCURACY OF HR/WK WORKED--SP JOB 3      
ER66571    DE44 WTR WORKED OT--JOB 3               
ER66572    DE45 AMT OF OT WORKED--JOB 3            
ER66573    DE45 OT TIME UNIT--JOB 3                
ER66574    ACCURACY OF OT--SP JOB 3                
ER66575    DE46 AMOUNT EARNED LAST YEAR--JOB 3     
ER66576    DE46 PER FOR AMT EARNED LAST YR--JOB 3  
ER66577    DE51 WHY JOB ENDED--JOB 3               
ER66578    DE6 BEGINNING MONTH--JOB 4              
ER66579    DE6 BEGINNING YEAR--JOB 4               
ER66580    DE6 ENDING MONTH--JOB 4                 
ER66581    DE6 ENDING YEAR--JOB 4                  
ER66582    DE6 WTR EMPLOYED--JOB 4 JAN             
ER66583    DE6 WTR EMPLOYED--JOB 4 FEB             
ER66584    DE6 WTR EMPLOYED--JOB 4 MAR             
ER66585    DE6 WTR EMPLOYED--JOB 4 APR             
ER66586    DE6 WTR EMPLOYED--JOB 4 MAY             
ER66587    DE6 WTR EMPLOYED--JOB 4 JUN             
ER66588    DE6 WTR EMPLOYED--JOB 4 JUL             
ER66589    DE6 WTR EMPLOYED--JOB 4 AUG             
ER66590    DE6 WTR EMPLOYED--JOB 4 SEP             
ER66591    DE6 WTR EMPLOYED--JOB 4 OCT             
ER66592    DE6 WTR EMPLOYED--JOB 4 NOV             
ER66593    DE6 WTR EMPLOYED--JOB 4 DEC             
ER66594    DE20 MAIN OCC FOR JOB 4: 2010 CODE (SP) 
ER66595    DE21 MAIN IND FOR JOB 4: 2012 CODE (SP) 
ER66596    DE22 WORK SELF/OTR?--JOB 4              
ER66597    DE23 CORP/UNCORP BUS--JOB 4             
ER66598    DE24 WORK FOR GOVT?--JOB 4              
ER66599    DE43 HOURS/WEEK WORKED--JOB 4           
ER66600    ACCURACY OF HR/WK WORKED--SP JOB 4      
ER66601    DE44 WTR WORKED OT--JOB 4               
ER66602    DE45 AMT OF OT WORKED--JOB 4            
ER66603    DE45 OT TIME UNIT--JOB 4                
ER66604    ACCURACY OF OT--SP JOB 4                
ER66605    DE46 AMOUNT EARNED LAST YEAR--JOB 4     
ER66606    DE46 PER FOR AMT EARNED LAST YR--JOB 4  
ER66607    DE51 WHY JOB ENDED--JOB 4               
ER66608    NUMBER OF ADDITIONAL JOBS--SP           
ER66609    DE10 WTR OTRS ILL (SP)                  
ER66610    DE10 DAYS OTHERS SICK                   
ER66611    ACCURACY OF DAYS OTRS SICK (SP)         
ER66612    DE10 WEEKS OTHERS SICK                  
ER66613    ACCURACY OF WEEKS OTRS SICK (SP)        
ER66614    DE10 MONTHS OTHERS SICK                 
ER66615    ACCURACY OF MONTHS OTRS SICK (SP)       
ER66616    DE11 WTR SELF ILL (SP)                  
ER66617    DE11 DAYS SELF SICK                     
ER66618    ACCURACY OF DAYS SELF ILL (SP)          
ER66619    DE11 WEEKS SELF SICK                    
ER66620    ACCURACY OF WEEKS SELF ILL (SP)         
ER66621    DE11 MONTHS SELF SICK                   
ER66622    ACCURACY OF MONTHS SELF ILL (SP)        
ER66623    DE12 WTR VACATION (SP)                  
ER66624    DE12 DAYS VACATION                      
ER66625    ACCURACY OF DAYS VACATION (SP)          
ER66626    DE12 WEEKS VACATION                     
ER66627    ACCURACY OF WEEKS VACATION (SP)         
ER66628    DE12 MONTHS VACATION                    
ER66629    ACCURACY OF MONTHS VACATION (SP)        
ER66630    DE13 WTR STRIKE (SP)                    
ER66631    DE13 DAYS STRIKE                        
ER66632    ACCURACY OF STRIKE DAYS (SP)            
ER66633    DE13 WEEKS STRIKE                       
ER66634    ACCURACY OF STRIKE WEEKS (SP)           
ER66635    DE13 MONTHS STRIKE                      
ER66636    ACCURACY OF STRIKE MONTHS (SP)          
ER66637    DE14 WTR LAID OFF (SP)                  
ER66638    DE14 DAYS LAID OFF                      
ER66639    ACCURACY OF DAYS LAID OFF (SP)          
ER66640    DE14 WEEKS LAID OFF                     
ER66641    ACCURACY OF WEEKS LAID OFF (SP)         
ER66642    DE14 MONTHS LAID OFF                    
ER66643    ACCURACY OF MONTHS LAID OFF (SP)        
ER66644    DE8 WTR UNEMPLOYED(SP)                  
ER66645    DE8 DAYS UNEMPLOYED                     
ER66646    ACCURACY OF DAYS UNEMPLOYED (SP)        
ER66647    DE8 WEEKS UNEMPLOYED                    
ER66648    ACCURACY OF WEEKS UNEMPLOYED (SP)       
ER66649    DE8 MONTHS UNEMPLOYED                   
ER66650    ACCURACY OF MONTHS UNEMPLOYED (SP)      
ER66651    DE8 WTR UNEMPLOYED JAN                  
ER66652    DE8 WTR UNEMPLOYED FEB                  
ER66653    DE8 WTR UNEMPLOYED MAR                  
ER66654    DE8 WTR UNEMPLOYED APR                  
ER66655    DE8 WTR UNEMPLOYED MAY                  
ER66656    DE8 WTR UNEMPLOYED JUN                  
ER66657    DE8 WTR UNEMPLOYED JUL                  
ER66658    DE8 WTR UNEMPLOYED AUG                  
ER66659    DE8 WTR UNEMPLOYED SEP                  
ER66660    DE8 WTR UNEMPLOYED OCT                  
ER66661    DE8 WTR UNEMPLOYED NOV                  
ER66662    DE8 WTR UNEMPLOYED DEC                  
ER66663    DE7 WTR OUT OF LABOR FORCE (SP)         
ER66664    DE7 DAYS OUT OF LABOR FORCE (SP)        
ER66665    ACCURACY OF DAYS OUT OF LAB FORCE (SP)  
ER66666    DE7 WEEKS OUT OF LABOR FORCE (SP)       
ER66667    ACCURACY OF WKS OUT OF LAB FORCE (SP)   
ER66668    DE7 MONTHS OUT OF LABOR FORCE (SP)      
ER66669    ACCURACY OF MOS OUT OF LAB FORCE (SP)   
ER66670    DE7 WTR OUT LAB FORCE JAN               
ER66671    DE7 WTR OUT LAB FORCE FEB               
ER66672    DE7 WTR OUT LAB FORCE MAR               
ER66673    DE7 WTR OUT LAB FORCE APR               
ER66674    DE7 WTR OUT LAB FORCE MAY               
ER66675    DE7 WTR OUT LAB FORCE JUN               
ER66676    DE7 WTR OUT LAB FORCE JUL               
ER66677    DE7 WTR OUT LAB FORCE AUG               
ER66678    DE7 WTR OUT LAB FORCE SEP               
ER66679    DE7 WTR OUT LAB FORCE OCT               
ER66680    DE7 WTR OUT LAB FORCE NOV               
ER66681    DE7 WTR OUT LAB FORCE DEC               
ER66682    DE60ACKPT WTR CURRENTLY WORKING         
ER66683    DE60A HOURS SPENT WORKING               
ER66684    DE60B HOW OFTEN INTERACTING W/OTHERS    
ER66685    DE60C HOW OFTEN PHYSICAL ACTIVITIES     
ER66686    DE60D HOW OFTEN MENTAL ACTIVITIES       
ER66687    DE60E HOW OFTEN PRESSED FOR TIME        
ER66688    DE62 WTR EVER WORKED                    
ER66689    DE63 MO LAST WORKED                     
ER66690    DE63 YR LAST WORKED                     
ER66691    DE64 WTR LOOKING FOR JOB                
ER66692    DE65 WTR PUBLIC EMP AGENCY (SP)         
ER66693    DE65 WTR PRIVATE EMP AGENCY (SP)        
ER66694    DE65 WTR CHKD W/CURRENT EMP (SP)        
ER66695    DE65 WTR CHKD W/OTHER EMP (SP)          
ER66696    DE65 WTR CHKD W/FRIEND OR REL (SP)      
ER66697    DE65 WTR PLACED OR ANSWERED ADS (SP)    
ER66698    DE65 WTR OTHER ACTIVITY (SP)            
ER66699    DE65 WTR DONE NOTHING (SP)              
ER66700    DE65 WTR CHKD W/SCHOOL EMP CENTER (SP)  
ER66701    DE65 WTR CHKD W/UNION REGISTERS (SP)    
ER66702    DE65 WTR SENT OUT RESUMES (SP)          
ER66703    DE65 WTR ATTENDED JOB TRAINING (SP)     
ER66704    DE65 WTR WENT ON JOB IWS (SP)           
ER66705    DE65 WTR LOOKD AT ADS W/O APPLYG (SP)   
ER66706    DE65 WTR USED SOCIAL MEDIA (SP)         
ER66707    DE65ACKPT METHODS USED TO SEARCH        
ER66708    DE65A WTR USED INTERNET FOR SEARCHING   
ER66709    DE65B WTR REQUIRED TO USE INTERNET      
ER66710    DE67 YRS LOOK WRK (SP-U)                
ER66711    DE67 MOS LOOK WRK (SP-U)                
ER66712    DE67 WKS LOOK WRK (SP-U)                
ER66713    F1ACKPT WTR REF PERSON ONLY OR SPOUSE   
ER66714    F1A HOUSEWORK HOURS-REFERENCE PERSON    
ER66715    ACCURACY OF RP HOUSEWORK HRS            
ER66716    F1B PERSONAL CARE HRS-REF PERSON        
ER66717    F1C SHOPPING HRS-REF PERSON             
ER66718    F1D CHILD CARE HRS-REF PERSON           
ER66719    F1D2 ADULT CARE HRS-REF PERSON          
ER66720    F1E VOLUNTEERING HRS-REF PERSON         
ER66721    F1F EDUCATIONAL ACTIVITY HRS-REF PERSON 
ER66722    F1G LEISURE HRS-REF PERSON              
ER66723    F1H HOW OFTEN INTERACT W/OTHERS-RP      
ER66724    F1I  HOW OFTEN PHYSICAL ACTIVITIES-RP   
ER66725    F1J HOW OFTEN MENTAL ACTIVITIES-RP      
ER66726    F1K HOW OFTEN PRESSED FOR TIME-RP       
ER66727    F1A HOUSEWORK HRS-SPOUSE                
ER66728    ACCURACY OF SP HOUSEWORK HRS            
ER66729    F1B PERSONAL CARE HRS-SPOUSE            
ER66730    F1C SHOPPING HRS-SPOUSE                 
ER66731    F1D CHILD CARE HRS-SPOUSE               
ER66732    F1D2 ADULT CARE HRS-SPOUSE              
ER66733    F1E VOLUNTEERING HRS-SPOUSE             
ER66734    F1F EDUCATIONAL ACTIVITY HRS-SPOUSE     
ER66735    F1G LEISURE HRS-SPOUSE                  
ER66736    F1H HOW OFTEN INTERACT W/OTHERS-SP      
ER66737    F1I  HOW OFTEN PHYSICAL ACTIVITIES-SP   
ER66738    F1J HOW OFTEN MENTAL ACTIVITIES-SP      
ER66739    F1K HOW OFTEN PRESSED FOR TIME-SP       
ER66740    F5 FAM TOGETHR MAIN MEAL                
ER66741    F6 CKPT: WTR CHILD 5-18 IN FU LAST YEAR 
ER66742    F6AB WTR REC FREE BRKFT/LUNCH LAST YR   
ER66743    F6CCKPT WTR FU MEMBER UNDER 16 LAST YR  
ER66744    F6D COST CHILD CARE LAST YEAR           
ER66745    F6D CHILD CARE COST PER                 
ER66746    F6D2 WTR PAID FOR CHILD CARE JAN LAST YR
ER66747    F6D2 WTR PAID FOR CHILD CARE FEB LAST YR
ER66748    F6D2 WTR PAID FOR CHILD CARE MAR LAST YR
ER66749    F6D2 WTR PAID FOR CHILD CARE APR LAST YR
ER66750    F6D2 WTR PAID FOR CHILD CARE MAY LAST YR
ER66751    F6D2 WTR PAID FOR CHILD CARE JUN LAST YR
ER66752    F6D2 WTR PAID FOR CHILD CARE JUL LAST YR
ER66753    F6D2 WTR PAID FOR CHILD CARE AUG LAST YR
ER66754    F6D2 WTR PAID FOR CHILD CARE SEP LAST YR
ER66755    F6D2 WTR PAID FOR CHILD CARE OCT LAST YR
ER66756    F6D2 WTR PAID FOR CHILD CARE NOV LAST YR
ER66757    F6D2 WTR PAID FOR CHILD CARE DEC LAST YR
ER66758    F6E WTR CHILD IN DAY CARE CNTR LAST YR  
ER66759    F6F WTR MEALS/SNACKS PROVIDED TO CHILD  
ER66760    F6G WTR DAY CARE IN CHILD/ADULT FOOD PGM
ER66761    F6H FU FEMALE 15-45/CHILD <5 LAST YR    
ER66762    F6I WTR RECD FOOD THROUGH WIC PROGRAM   
ER66763    F7B WTR FU MEMBER 60+ LAST YR           
ER66764    F7C WTR RECD FREE/REDUCD MEALS LAST YR  
ER66765    F8 WTR USED FOOD STAMPS 2 YRS AGO       
ER66766    F11 WTR RECEIVED FOOD STAMPS LAST YEAR  
ER66767    F12 VALUE OF FOOD STAMPS LAST YEAR      
ER66768    F12 TIME UNIT-VALUE FOOD STAMPS LAST YR 
ER66769    ACCURACY OF FOOD STAMPS LAST YEAR       
ER66770    F13 WTR RECVD FOOD STAMPS JAN LAST YEAR 
ER66771    F13 WTR RECVD FOOD STAMPS FEB LAST YEAR 
ER66772    F13 WTR RECVD FOOD STAMPS MAR LAST YEAR 
ER66773    F13 WTR RECVD FOOD STAMPS APR LAST YEAR 
ER66774    F13 WTR RECVD FOOD STAMPS MAY LAST YEAR 
ER66775    F13 WTR RECVD FOOD STAMPS JUN LAST YEAR 
ER66776    F13 WTR RECVD FOOD STAMPS JUL LAST YEAR 
ER66777    F13 WTR RECVD FOOD STAMPS AUG LAST YEAR 
ER66778    F13 WTR RECVD FOOD STAMPS SEP LAST YEAR 
ER66779    F13 WTR RECVD FOOD STAMPS OCT LAST YEAR 
ER66780    F13 WTR RECVD FOOD STAMPS NOV LAST YEAR 
ER66781    F13 WTR RECVD FOOD STAMPS DEC LAST YEAR 
ER66782    F14 WTR RECEIVED FOOD STAMPS LAST MONTH 
ER66783    F15 # FU MEMBERS RECEIVED FOOD STAMPS   
ER66784    F16 VALUE OF FOOD STAMPS RECD LAST MONTH
ER66785    ACCURACY OF FOOD STAMPS LAST MONTH      
ER66786    F17 WTR BUY FOOD TO USE AT HOME         
ER66787    F18 REPORTED COST OF FOOD AT HOME       
ER66788    F18 COST OF FOOD AT HOME PER            
ER66789    ACCURACY OF FOOD AT HOME-RECD FD STAMPS 
ER66790    F19 WTR FOOD DELIVERED TO HOME          
ER66791    F20 COST OF DELIVERED FOOD              
ER66792    F20 COST OF DELIVERED FOOD PER          
ER66793    ACCURACY OF DELIVERD FOOD-RECD FD STAMPS
ER66794    F21 COST OF FOOD EATEN OUT              
ER66795    F21 COST OF FOOD EATEN OUT PER          
ER66796    ACCURACY OF FOOD EATN OUT-RECD FD STAMPS
ER66797    F22 REPORTED COST OF FOOD AT HOME       
ER66798    F22 COST OF FOOD AT HOME PER            
ER66799    ACCURACY OF FOOD AT HOME-NO FD STAMPS   
ER66800    F23 WTR FOOD DELIVERED TO HOME          
ER66801    F24 COST OF DELIVERED FOOD              
ER66802    F24 COST OF DELIVERED FOOD PER          
ER66803    ACCURACY OF DELIVERED FOOD-NO FD STAMPS 
ER66804    F25 COST OF FOOD EATEN OUT              
ER66805    F25 COST OF FOOD EATEN OUT PER          
ER66806    ACCURACY OF FOOD EATEN OUT-NO FD STAMPS 
ER66807    FOOD1CKPT WTR PROXY RESPONDENT          
ER66808    FOOD1 WTR FOOD RAN OUT- ADULT           
ER66809    FOOD2 FOOD DID NOT LAST - ADULT         
ER66810    FOOD3 AFFORD BALANCED MEALS - ADULT     
ER66811    FOOD4 WTR CUT SIZE OF MEALS - ADULT     
ER66812    FOOD5 HOW OFTEN CUT MEAL SIZE - ADULT   
ER66813    FOOD6 WHETHER ATE LESS - ADULT          
ER66814    FOOD7 WHETHER EVER HUNGRY - ADULT       
ER66815    FOOD8 WHETHER LOST WEIGHT - ADULT       
ER66816    FOOD9 WTR NOT EAT FOR A DAY - ADULT     
ER66817    FOOD10 HOW OFTEN NOT EAT - ADULT        
ER66818    FD11CKPT WTR CHILDREN 0-17 IN FU        
ER66819    FOOD11 WTR RELIED LOW COST FOOD - CHILD 
ER66820    FOOD12 AFFORD BALANCED MEALS - CHILD    
ER66821    FOOD13 NOT EATING ENOUGH - CHILD        
ER66822    FOOD14 WTR CUT SIZE OF MEALS - CHILD    
ER66823    FOOD15 WTR SKIPPPED MEALS - CHILD       
ER66824    FOOD16 HOW OFTEN SKIP MEALS - CHILD     
ER66825    FOOD17 WTR EVER HUNGRY - CHILD          
ER66826    FOOD18 WTR NOT EAT FOR A DAY - CHILD    
ER66827    IMP FOOD1 WTR IMP FOOD RAN OUT- ADULT   
ER66828    IMP FOOD2 IMP FOOD DID NOT LAST - ADULT 
ER66829    IMP FOOD3 AFFORD BALANCED MEALS - ADULT 
ER66830    IMP FOOD4 WTR CUT SIZE OF MEALS - ADULT 
ER66831    IMP FOOD5 HOW OFTEN CUT MEAL SIZE - AT  
ER66832    IMP FOOD6 WHETHER ATE LESS - ADULT      
ER66833    IMP FOOD7 WHETHER EVER HUNGRY - ADULT   
ER66834    IMP FOOD8 WHETHER LOST WEIGHT - ADULT   
ER66835    IMP FOOD9 WTR NOT EAT FOR A DAY - ADULT 
ER66836    IMP FOOD10 HOW OFTEN NOT EAT - ADULT    
ER66837    IMP FOOD11 WTR RELIED LOW COST FOOD - CD
ER66838    IMP FOOD12 AFFORD BALANCED MEALS - CHILD
ER66839    IMP FOOD13 NOT EATING ENOUGH - CHILD    
ER66840    IMP FOOD14 WTR CUT SIZE OF MEALS - CHILD
ER66841    IMP FOOD15 WTR SKIPPPED MEALS - CHILD   
ER66842    IMP FOOD16 HOW OFTEN SKIP MEALS - CHILD 
ER66843    IMP FOOD17 WTR EVER HUNGRY - CHILD      
ER66844    IMP FOOD18 WTR NOT EAT FOR A DAY - CHILD
ER66845    HOUSEHOLD FOOD SECURITY RAW SCORE       
ER66846    HOUSEHOLD FOOD SECURITY SCALE SCORE     
ER66847    HOUSEHOLD FOOD SECURITY STATUS CATEGORY 
ER66848    CHILDREN'S FOOD SECURITY RAW SCORE      
ER66849    CHILDREN'S FOOD SECURITY SCALE SCORE    
ER66850    CHILDREN'S FOOD SECURITY STATUS CATEGORY
ER66851    FOOD SECURITY-CHILD IN HOUSEHOLD        
ER66852    F47 WTR HAVE VEHICLE                    
ER66853    F48 NUMBER OF VEHICLES                  
ER66854    F49 MANUFACTURER CODE #1                
ER66855    F49 VEHICLE MAKE CODE #1                
ER66856    F49 VEHICLE MODEL YEAR #1               
ER66857    F49 VEHICLE TYPE CODE #1                
ER66858    F49B1 HYBRID INDICATOR IF MODEL KNOWN #1
ER66859    F49B2 WTR HYBRID IF MODEL UNKNOWN #1    
ER66860    F53 HOW ACQUIRED #1                     
ER66861    F55 YR ACQUIRED #1                      
ER66862    F57 WTR USED FOR BUSINESS #1            
ER66863    F58 WTR USED MOSTLY FOR BUSINESS #1     
ER66864    F60 WTR OWN/LEASE >3 YR OLD VEHICLE #1  
ER66865    F61 TOTAL PRICE #1                      
