****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350694 ******* 

Variable    Labels
ER76429    HEHC OTR RPT: ASTHMA AGE 14--SP         
ER76430    HEHC OTR RPT: ASTHMA AGE 15--SP         
ER76431    HEHC OTR RPT: ASTHMA AGE 16--SP         
ER76432    HEHC OTR RPT: ASTHMA AGE 17+--SP        
ER76433    HEHC OTR RPT: AGE END ASTHMA--SP        
ER76434    HEHC OTR RPT: DIABETES B4 AGE 1--SP     
ER76435    HEHC OTR RPT: DIABETES AGE 1--SP        
ER76436    HEHC OTR RPT: DIABETES AGE 2--SP        
ER76437    HEHC OTR RPT: DIABETES AGE 3--SP        
ER76438    HEHC OTR RPT: DIABETES AGE 4--SP        
ER76439    HEHC OTR RPT: DIABETES AGE 5--SP        
ER76440    HEHC OTR RPT: DIABETES AGE 6--SP        
ER76441    HEHC OTR RPT: DIABETES AGE 7--SP        
ER76442    HEHC OTR RPT: DIABETES AGE 8--SP        
ER76443    HEHC OTR RPT: DIABETES AGE 9--SP        
ER76444    HEHC OTR RPT: DIABETES AGE 10--SP       
ER76445    HEHC OTR RPT: DIABETES AGE 11--SP       
ER76446    HEHC OTR RPT: DIABETES AGE 12--SP       
ER76447    HEHC OTR RPT: DIABETES AGE 13--SP       
ER76448    HEHC OTR RPT: DIABETES AGE 14--SP       
ER76449    HEHC OTR RPT: DIABETES AGE 15--SP       
ER76450    HEHC OTR RPT: DIABETES AGE 16--SP       
ER76451    HEHC OTR RPT: DIABETES AGE 17+--SP      
ER76452    HEHC OTR RPT: AGE END DIABETES--SP      
ER76453    HEHC OTR RPT: RESP DIS B4 AGE 1--SP     
ER76454    HEHC OTR RPT: RESP DIS AGE 1--SP        
ER76455    HEHC OTR RPT: RESP DIS AGE 2--SP        
ER76456    HEHC OTR RPT: RESP DIS AGE 3--SP        
ER76457    HEHC OTR RPT: RESP DIS AGE 4--SP        
ER76458    HEHC OTR RPT: RESP DIS AGE 5--SP        
ER76459    HEHC OTR RPT: RESP DIS AGE 6--SP        
ER76460    HEHC OTR RPT: RESP DIS AGE 7--SP        
ER76461    HEHC OTR RPT: RESP DIS AGE 8--SP        
ER76462    HEHC OTR RPT: RESP DIS AGE 9--SP        
ER76463    HEHC OTR RPT: RESP DIS AGE 10--SP       
ER76464    HEHC OTR RPT: RESP DIS AGE 11--SP       
ER76465    HEHC OTR RPT: RESP DIS AGE 12--SP       
ER76466    HEHC OTR RPT: RESP DIS AGE 13--SP       
ER76467    HEHC OTR RPT: RESP DIS AGE 14--SP       
ER76468    HEHC OTR RPT: RESP DIS AGE 15--SP       
ER76469    HEHC OTR RPT: RESP DIS AGE 16--SP       
ER76470    HEHC OTR RPT: RESP DIS AGE 17+--SP      
ER76471    HEHC OTR RPT: AGE END RESP DIS--SP      
ER76472    HEHC OTR RPT: SPCH IMPAIR B4 AGE 1--SP  
ER76473    HEHC OTR RPT: SPCH IMPAIR AGE 1--SP     
ER76474    HEHC OTR RPT: SPCH IMPAIR AGE 2--SP     
ER76475    HEHC OTR RPT: SPCH IMPAIR AGE 3--SP     
ER76476    HEHC OTR RPT: SPCH IMPAIR AGE 4--SP     
ER76477    HEHC OTR RPT: SPCH IMPAIR AGE 5--SP     
ER76478    HEHC OTR RPT: SPCH IMPAIR AGE 6--SP     
ER76479    HEHC OTR RPT: SPCH IMPAIR AGE 7--SP     
ER76480    HEHC OTR RPT: SPCH IMPAIR AGE 8--SP     
ER76481    HEHC OTR RPT: SPCH IMPAIR AGE 9--SP     
ER76482    HEHC OTR RPT: SPCH IMPAIR AGE 10--SP    
ER76483    HEHC OTR RPT: SPCH IMPAIR AGE 11--SP    
ER76484    HEHC OTR RPT: SPCH IMPAIR AGE 12--SP    
ER76485    HEHC OTR RPT: SPCH IMPAIR AGE 13--SP    
ER76486    HEHC OTR RPT: SPCH IMPAIR AGE 14--SP    
ER76487    HEHC OTR RPT: SPCH IMPAIR AGE 15--SP    
ER76488    HEHC OTR RPT: SPCH IMPAIR AGE 16--SP    
ER76489    HEHC OTR RPT: SPCH IMPAIR AGE 17+--SP   
ER76490    HEHC OTR RPT: AGE END SPCH IMPAIR--SP   
ER76491    HEHC OTR RPT: ALLERGY B4 AGE 1--SP      
ER76492    HEHC OTR RPT: ALLERGY AGE 1--SP         
ER76493    HEHC OTR RPT: ALLERGY AGE 2--SP         
ER76494    HEHC OTR RPT: ALLERGY AGE 3--SP         
ER76495    HEHC OTR RPT: ALLERGY AGE 4--SP         
ER76496    HEHC OTR RPT: ALLERGY AGE 5--SP         
ER76497    HEHC OTR RPT: ALLERGY AGE 6--SP         
ER76498    HEHC OTR RPT: ALLERGY AGE 7--SP         
ER76499    HEHC OTR RPT: ALLERGY AGE 8--SP         
ER76500    HEHC OTR RPT: ALLERGY AGE 9--SP         
ER76501    HEHC OTR RPT: ALLERGY AGE 10--SP        
ER76502    HEHC OTR RPT: ALLERGY AGE 11--SP        
ER76503    HEHC OTR RPT: ALLERGY AGE 12--SP        
ER76504    HEHC OTR RPT: ALLERGY AGE 13--SP        
ER76505    HEHC OTR RPT: ALLERGY AGE 14--SP        
ER76506    HEHC OTR RPT: ALLERGY AGE 15--SP        
ER76507    HEHC OTR RPT: ALLERGY AGE 16--SP        
ER76508    HEHC OTR RPT: ALLERGY AGE 17+--SP       
ER76509    HEHC OTR RPT: AGE END ALLERGY--SP       
ER76510    HEHC OTR RPT: HEART TRBL B4 AGE 1--SP   
ER76511    HEHC OTR RPT: HEART TRBL AGE 1--SP      
ER76512    HEHC OTR RPT: HEART TRBL AGE 2--SP      
ER76513    HEHC OTR RPT: HEART TRBL AGE 3--SP      
ER76514    HEHC OTR RPT: HEART TRBL AGE 4--SP      
ER76515    HEHC OTR RPT: HEART TRBL AGE 5--SP      
ER76516    HEHC OTR RPT: HEART TRBL AGE 6--SP      
ER76517    HEHC OTR RPT: HEART TRBL AGE 7--SP      
ER76518    HEHC OTR RPT: HEART TRBL AGE 8--SP      
ER76519    HEHC OTR RPT: HEART TRBL AGE 9--SP      
ER76520    HEHC OTR RPT: HEART TRBL AGE 10--SP     
ER76521    HEHC OTR RPT: HEART TRBL AGE 11--SP     
ER76522    HEHC OTR RPT: HEART TRBL AGE 12--SP     
ER76523    HEHC OTR RPT: HEART TRBL AGE 13--SP     
ER76524    HEHC OTR RPT: HEART TRBL AGE 14--SP     
ER76525    HEHC OTR RPT: HEART TRBL AGE 15--SP     
ER76526    HEHC OTR RPT: HEART TRBL AGE 16--SP     
ER76527    HEHC OTR RPT: HEART TRBL AGE 17+--SP    
ER76528    HEHC OTR RPT: AGE END HEART TRBL--SP    
ER76529    HEHC OTR RPT: EAR PROBS B4 AGE 1--SP    
ER76530    HEHC OTR RPT: EAR PROBS AGE 1--SP       
ER76531    HEHC OTR RPT: EAR PROBS AGE 2--SP       
ER76532    HEHC OTR RPT: EAR PROBS AGE 3--SP       
ER76533    HEHC OTR RPT: EAR PROBS AGE 4--SP       
ER76534    HEHC OTR RPT: EAR PROBS AGE 5--SP       
ER76535    HEHC OTR RPT: EAR PROBS AGE 6--SP       
ER76536    HEHC OTR RPT: EAR PROBS AGE 7--SP       
ER76537    HEHC OTR RPT: EAR PROBS AGE 8--SP       
ER76538    HEHC OTR RPT: EAR PROBS AGE 9--SP       
ER76539    HEHC OTR RPT: EAR PROBS AGE 10--SP      
ER76540    HEHC OTR RPT: EAR PROBS AGE 11--SP      
ER76541    HEHC OTR RPT: EAR PROBS AGE 12--SP      
ER76542    HEHC OTR RPT: EAR PROBS AGE 13--SP      
ER76543    HEHC OTR RPT: EAR PROBS AGE 14--SP      
ER76544    HEHC OTR RPT: EAR PROBS AGE 15--SP      
ER76545    HEHC OTR RPT: EAR PROBS AGE 16--SP      
ER76546    HEHC OTR RPT: EAR PROBS AGE 17+--SP     
ER76547    HEHC OTR RPT: AGE END EAR PROBS--SP     
ER76548    HEHC OTR RPT: EPILEPSY B4 AGE 1--SP     
ER76549    HEHC OTR RPT: EPILEPSY AGE 1--SP        
ER76550    HEHC OTR RPT: EPILEPSY AGE 2--SP        
ER76551    HEHC OTR RPT: EPILEPSY AGE 3--SP        
ER76552    HEHC OTR RPT: EPILEPSY AGE 4--SP        
ER76553    HEHC OTR RPT: EPILEPSY AGE 5--SP        
ER76554    HEHC OTR RPT: EPILEPSY AGE 6--SP        
ER76555    HEHC OTR RPT: EPILEPSY AGE 7--SP        
ER76556    HEHC OTR RPT: EPILEPSY AGE 8--SP        
ER76557    HEHC OTR RPT: EPILEPSY AGE 9--SP        
ER76558    HEHC OTR RPT: EPILEPSY AGE 10--SP       
ER76559    HEHC OTR RPT: EPILEPSY AGE 11--SP       
ER76560    HEHC OTR RPT: EPILEPSY AGE 12--SP       
ER76561    HEHC OTR RPT: EPILEPSY AGE 13--SP       
ER76562    HEHC OTR RPT: EPILEPSY AGE 14--SP       
ER76563    HEHC OTR RPT: EPILEPSY AGE 15--SP       
ER76564    HEHC OTR RPT: EPILEPSY AGE 16--SP       
ER76565    HEHC OTR RPT: EPILEPSY AGE 17+--SP      
ER76566    HEHC OTR RPT: AGE END EPILEPSY--SP      
ER76567    HEHC OTR RPT: HEADACHE B4 AGE 1--SP     
ER76568    HEHC OTR RPT: HEADACHE AGE 1--SP        
ER76569    HEHC OTR RPT: HEADACHE AGE 2--SP        
ER76570    HEHC OTR RPT: HEADACHE AGE 3--SP        
ER76571    HEHC OTR RPT: HEADACHE AGE 4--SP        
ER76572    HEHC OTR RPT: HEADACHE AGE 5--SP        
ER76573    HEHC OTR RPT: HEADACHE AGE 6--SP        
ER76574    HEHC OTR RPT: HEADACHE AGE 7--SP        
ER76575    HEHC OTR RPT: HEADACHE AGE 8--SP        
ER76576    HEHC OTR RPT: HEADACHE AGE 9--SP        
ER76577    HEHC OTR RPT: HEADACHE AGE 10--SP       
ER76578    HEHC OTR RPT: HEADACHE AGE 11--SP       
ER76579    HEHC OTR RPT: HEADACHE AGE 12--SP       
ER76580    HEHC OTR RPT: HEADACHE AGE 13--SP       
ER76581    HEHC OTR RPT: HEADACHE AGE 14--SP       
ER76582    HEHC OTR RPT: HEADACHE AGE 15--SP       
ER76583    HEHC OTR RPT: HEADACHE AGE 16--SP       
ER76584    HEHC OTR RPT: HEADACHE AGE 17+--SP      
ER76585    HEHC OTR RPT: AGE END HEADACHE--SP      
ER76586    HEHC OTR RPT: STOM PROB B4 AGE 1--SP    
ER76587    HEHC OTR RPT: STOM PROB AGE 1--SP       
ER76588    HEHC OTR RPT: STOM PROB AGE 2--SP       
ER76589    HEHC OTR RPT: STOM PROB AGE 3--SP       
ER76590    HEHC OTR RPT: STOM PROB AGE 4--SP       
ER76591    HEHC OTR RPT: STOM PROB AGE 5--SP       
ER76592    HEHC OTR RPT: STOM PROB AGE 6--SP       
ER76593    HEHC OTR RPT: STOM PROB AGE 7--SP       
ER76594    HEHC OTR RPT: STOM PROB AGE 8--SP       
ER76595    HEHC OTR RPT: STOM PROB AGE 9--SP       
ER76596    HEHC OTR RPT: STOM PROB AGE 10--SP      
ER76597    HEHC OTR RPT: STOM PROB AGE 11--SP      
ER76598    HEHC OTR RPT: STOM PROB AGE 12--SP      
ER76599    HEHC OTR RPT: STOM PROB AGE 13--SP      
ER76600    HEHC OTR RPT: STOM PROB AGE 14--SP      
ER76601    HEHC OTR RPT: STOM PROB AGE 15--SP      
ER76602    HEHC OTR RPT: STOM PROB AGE 16--SP      
ER76603    HEHC OTR RPT: STOM PROB AGE 17+--SP     
ER76604    HEHC OTR RPT: AGE END STOM PROB--SP     
ER76605    HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--SP 
ER76606    HEHC OTR RPT: HGH BLOOD PR AGE 1--SP    
ER76607    HEHC OTR RPT: HGH BLOOD PR AGE 2--SP    
ER76608    HEHC OTR RPT: HGH BLOOD PR AGE 3--SP    
ER76609    HEHC OTR RPT: HGH BLOOD PR AGE 4--SP    
ER76610    HEHC OTR RPT: HGH BLOOD PR AGE 5--SP    
ER76611    HEHC OTR RPT: HGH BLOOD PR AGE 6--SP    
ER76612    HEHC OTR RPT: HGH BLOOD PR AGE 7--SP    
ER76613    HEHC OTR RPT: HGH BLOOD PR AGE 8--SP    
ER76614    HEHC OTR RPT: HGH BLOOD PR AGE 9--SP    
ER76615    HEHC OTR RPT: HGH BLOOD PR AGE 10--SP   
ER76616    HEHC OTR RPT: HGH BLOOD PR AGE 11--SP   
ER76617    HEHC OTR RPT: HGH BLOOD PR AGE 12--SP   
ER76618    HEHC OTR RPT: HGH BLOOD PR AGE 13--SP   
ER76619    HEHC OTR RPT: HGH BLOOD PR AGE 14--SP   
ER76620    HEHC OTR RPT: HGH BLOOD PR AGE 15--SP   
ER76621    HEHC OTR RPT: HGH BLOOD PR AGE 16--SP   
ER76622    HEHC OTR RPT: HGH BLOOD PR AGE 17+--SP  
ER76623    HEHC OTR RPT: AGE END HGH BLOOD PR--SP  
ER76624    HEHC OTR RPT: DEPRESSION B4 AGE 1--SP   
ER76625    HEHC OTR RPT: DEPRESSION AGE 1--SP      
ER76626    HEHC OTR RPT: DEPRESSION AGE 2--SP      
ER76627    HEHC OTR RPT: DEPRESSION AGE 3--SP      
ER76628    HEHC OTR RPT: DEPRESSION AGE 4--SP      
ER76629    HEHC OTR RPT: DEPRESSION AGE 5--SP      
ER76630    HEHC OTR RPT: DEPRESSION AGE 6--SP      
ER76631    HEHC OTR RPT: DEPRESSION AGE 7--SP      
ER76632    HEHC OTR RPT: DEPRESSION AGE 8--SP      
ER76633    HEHC OTR RPT: DEPRESSION AGE 9--SP      
ER76634    HEHC OTR RPT: DEPRESSION AGE 10--SP     
ER76635    HEHC OTR RPT: DEPRESSION AGE 11--SP     
ER76636    HEHC OTR RPT: DEPRESSION AGE 12--SP     
ER76637    HEHC OTR RPT: DEPRESSION AGE 13--SP     
ER76638    HEHC OTR RPT: DEPRESSION AGE 14--SP     
ER76639    HEHC OTR RPT: DEPRESSION AGE 15--SP     
ER76640    HEHC OTR RPT: DEPRESSION AGE 16--SP     
ER76641    HEHC OTR RPT: DEPRESSION AGE 17+--SP    
ER76642    HEHC OTR RPT: AGE END DEPRESSION--SP    
ER76643    HEHC OTR RPT: DRUG/AL PROB B4 AGE 1--SP 
ER76644    HEHC OTR RPT: DRUG/AL PROB AGE 1--SP    
ER76645    HEHC OTR RPT: DRUG/AL PROB AGE 2--SP    
ER76646    HEHC OTR RPT: DRUG/AL PROB AGE 3--SP    
ER76647    HEHC OTR RPT: DRUG/AL PROB AGE 4--SP    
ER76648    HEHC OTR RPT: DRUG/AL PROB AGE 5--SP    
ER76649    HEHC OTR RPT: DRUG/AL PROB AGE 6--SP    
ER76650    HEHC OTR RPT: DRUG/AL PROB AGE 7--SP    
ER76651    HEHC OTR RPT: DRUG/AL PROB AGE 8--SP    
ER76652    HEHC OTR RPT: DRUG/AL PROB AGE 9--SP    
ER76653    HEHC OTR RPT: DRUG/AL PROB AGE 10--SP   
ER76654    HEHC OTR RPT: DRUG/AL PROB AGE 11--SP   
ER76655    HEHC OTR RPT: DRUG/AL PROB AGE 12--SP   
ER76656    HEHC OTR RPT: DRUG/AL PROB AGE 13--SP   
ER76657    HEHC OTR RPT: DRUG/AL PROB AGE 14--SP   
ER76658    HEHC OTR RPT: DRUG/AL PROB AGE 15--SP   
ER76659    HEHC OTR RPT: DRUG/AL PROB AGE 16--SP   
ER76660    HEHC OTR RPT: DRUG/AL PROB AGE 17+--SP  
ER76661    HEHC OTR RPT: AGE END DRUG/AL PROB--SP  
ER76662    HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-SP
ER76663    HEHC OTR RPT: OTR PSYCH PROB AGE 1--SP  
ER76664    HEHC OTR RPT: OTR PSYCH PROB AGE 2--SP  
ER76665    HEHC OTR RPT: OTR PSYCH PROB AGE 3--SP  
ER76666    HEHC OTR RPT: OTR PSYCH PROB AGE 4--SP  
ER76667    HEHC OTR RPT: OTR PSYCH PROB AGE 5--SP  
ER76668    HEHC OTR RPT: OTR PSYCH PROB AGE 6--SP  
ER76669    HEHC OTR RPT: OTR PSYCH PROB AGE 7--SP  
ER76670    HEHC OTR RPT: OTR PSYCH PROB AGE 8--SP  
ER76671    HEHC OTR RPT: OTR PSYCH PROB AGE 9--SP  
ER76672    HEHC OTR RPT: OTR PSYCH PROB AGE 10--SP 
ER76673    HEHC OTR RPT: OTR PSYCH PROB AGE 11--SP 
ER76674    HEHC OTR RPT: OTR PSYCH PROB AGE 12--SP 
ER76675    HEHC OTR RPT: OTR PSYCH PROB AGE 13--SP 
ER76676    HEHC OTR RPT: OTR PSYCH PROB AGE 14--SP 
ER76677    HEHC OTR RPT: OTR PSYCH PROB AGE 15--SP 
ER76678    HEHC OTR RPT: OTR PSYCH PROB AGE 16--SP 
ER76679    HEHC OTR RPT: OTR PSYCH PROB AGE 17+--SP
ER76680    HEHC OTR RPT: AGE END OTR PSYCH PROB--SP
ER76681    H49 WTR OTHERS IN FU IN POOR HEALTH     
ER76682    H59A SADNESS IN PAST 30 DAYS            
ER76683    H59B NERVOUS IN PAST 30 DAYS            
ER76684    H59C RESTLESS IN PAST 30 DAYS           
ER76685    H59D HOPELESS IN PAST 30 DAYS           
ER76686    H59E EVERYTHING EFFORT IN PAST 30 DAYS  
ER76687    H59F WORTHLESS IN PAST 30 DAYS          
ER76688    K-6 NON-SPEC PSYCHOL DISTRESS SCALE     
ER76689    H59J HOW MUCH FEELINGS INTERFERE W/LIFE 
ER76690    H61D2 WTR ANY FU MEMBER HLTH INSURANCE  
ER76691    H61J AMT OF FU INSURANCE PREMIUMS       
ER76692    H61J PER FU INSURANCE PREMIUMS          
ER76693    H61JD FU INS PREMIUMS GE 200 PER MO     
ER76694    H61JE FU INS PREMIUMS GE 350 PER MO     
ER76695    H61JF FU INS PREMIUMS GE 100 PER MO     
ER76696    H61K WTR ANY FU MEMBER W/O INSURANCE    
ER76697    H64 TOTAL HOSPITAL/NURSING EXPENSES PY  
ER76698    H65 WTR TOTAL EXPENSE GE 1,000          
ER76699    H66 WTR TOTAL EXPENSE GE 2,000          
ER76700    H67 WTR TOTAL EXPENSE GE 8,000          
ER76701    H69 WTR TOTAL EXPENSE GE 500            
ER76702    H70 TOT DR/OUTPT SURGRY/DENTAL EXPENSES 
ER76703    H71 WTR TOTAL EXPENSE GE 1,000          
ER76704    H72 WTR TOTAL EXPENSE GE 2,500          
ER76705    H74 WTR TOTAL EXPENSE GE 500            
ER76706    H76 TOTAL PRESCRIPTN/OTR SVCS EXPENSES  
ER76707    H77 WTR TOTAL EXPENSE GE 500            
ER76708    H78 WTR TOTAL EXPENSE GE 2,500          
ER76709    H79 WTR TOTAL EXPENSE GE 10,000         
ER76710    H81 WTR TOTAL EXPENSE GE 200            
ER76711    K1 CKPT: WTR NEW SPOUSE IN FU           
ER76712    K2 STATE WHERE FATHER BORN-SP           
ER76713    K3 STATE FATHER GREW UP-SP              
ER76714    K4 WTR FATHER EDUCATED IN US-SP         
ER76715    K5 EDUCATION OF FATHER IN US-SP         
ER76716    K6 WTR FATHER READ/WRITE-SP             
ER76717    K7 CKPT: WTR FATHER ED ALL IN US-SP     
ER76718    K8 YRS FOREIGN EDUCATION OF FATHR-SP    
ER76719    K9 FOREIGN DEGREES OF FATHER-SP         
ER76720    K10 OCCUPATION OF FATHER-SP             
ER76721    K11 INDUSTRY OF FATHER-SP               
ER76722    K12 STATE WHERE MOTHER BORN-SP          
ER76723    K13 STATE MOTHER GREW UP-SP             
ER76724    K14 WTR MOTHER EDUCATED IN US-SP        
ER76725    K15 EDUCATION OF MOTHER IN US-SP        
ER76726    K16 WTR MOTHER READ/WRITE-SP            
ER76727    K17 CKPT: WTR MOTHER ED ALL IN US-SP    
ER76728    K18 YRS FOREIGN EDUCATION OF MOTHR-SP   
ER76729    K19 FOREIGN DEGREES OF MOTHER-SP        
ER76730    K20 OCCUPATION OF MOTHER-SP             
ER76731    K21 INDUSTRY OF MOTHER-SP               
ER76732    K22 WHETHER BROTHERS-SP                 
ER76733    K23 # BROTHERS-SPOUSE                   
ER76734    K24 WTR ONLY BRO STILL ALIVE-SP         
ER76735    K25 WTR ONLY BRO OLDER THAN SPOUSE      
ER76736    K26 # BROTHERS STILL ALIVE-SP           
ER76737    K27 WTR ANY BRO OLDER THAN SPOUSE       
ER76738    K28 WHETHER SISTERS-SP                  
ER76739    K29 # SISTERS-SPOUSE                    
ER76740    K30 WTR ONLY SIS STILL ALIVE-SP         
ER76741    K31 WTR ONLY SIS OLDER THAN SPOUSE      
ER76742    K32 # SISTERS STILL ALIVE-SP            
ER76743    K33 WTR ANY SIS OLDER THAN SPOUSE       
ER76744    K33 STATE SPOUSE WAS BORN               
ER76745    K33YR YEAR CAME TO UNITED STATES-SP     
ER76746    K34 GREW UP FARM OR?-SP                 
ER76747    K35 STATE WHERE SPOUSE GREW UP          
ER76748    K36 WTR EVER LIVED IN OTR STATE-SP      
ER76749    K37 PARENTS POOR OR?--SP                
ER76750    K38 WTR LIVED W/BOTH PARENTS-SP         
ER76751    K39 SPANISH DESCENT-SPOUSE              
ER76752    K40 RACE OF SPOUSE-MENTION 1            
ER76753    K40 RACE OF SPOUSE-MENTION 2            
ER76754    K40 RACE OF SPOUSE-MENTION 3            
ER76755    K40 RACE OF SPOUSE-MENTION 4            
ER76756    K40A ASIAN ETHNICITY OF SPOUSE          
ER76757    K41 ETHNIC GROUP-SP                     
ER76758    K41 NATIONALITY MENTION 1-SP            
ER76759    K41 NATIONALITY MENTION 2-SP            
ER76760    K42 WTR EVER IN MILITARY-SP             
ER76761    YEAR HIGHEST EDUCATION UPDATED-SP       
ER76762    K43 WTR SPOUSE EDUCATED IN US           
ER76763    K44 WTR GRADUATED HS-SP                 
ER76764    K45 MO GRADUATED HS-SP                  
ER76765    K45 YR GRADUATED HS-SP                  
ER76766    K46 GRADE LEVEL IF GED-SP               
ER76767    K47 MO LAST IN SCHOOL IF GED-SP         
ER76768    K47 YR LAST IN SCHOOL IF GED-SP         
ER76769    K48 MO RECEIVED GED-SP                  
ER76770    K48 YR RECEIVED GED-SP                  
ER76771    K49 GRADE OF SCHOOL FINISHED-SP         
ER76772    K50 MO LAST IN SCHOOL-SP                
ER76773    K50 YR LAST IN SCHOOL-SP                
ER76774    K51 WTR ATTENDED COLLEGE-SP             
ER76775    K52 MO LAST ATTENDED COLLEGE-SP         
ER76776    K52 YR LAST ATTENDED COLLEGE-SP         
ER76777    K53 HGHST YR COLL COMPLETED-SP          
ER76778    K54 WTR RECD COLLEGE DEGREE-SP          
ER76779    K55 HIGHST COLLEGE DEGREE RECD-SP       
ER76780    K55A BA DEG AREA OF STUDY-2DIGIT #1 - SP
ER76781    K55A BA DEG AREA OF STUDY-2DIGIT #2 - SP
ER76782    K55A BACHELOR DEG AREA OF STUDY #1 - SP 
ER76783    K55A BACHELOR DEG AREA OF STUDY #2 - SP 
ER76784    K55D MO RECD BACHELOR'S DEGREE-SP       
ER76785    K55D YR RECD BACHELOR'S DEGREE-SP       
ER76786    K55E HSGT DEG AREA STUDY-2DIGIT #1 - SP 
ER76787    K55E HSGT DEG AREA STUDY-2DIGIT #2 - SP 
ER76788    K55E HIGHEST DEG AREA OF STUDY #1 - SP  
ER76789    K55E HIGHEST DEG AREA OF STUDY #2 - SP  
ER76790    K58 MO RECD COLLEGE DEGREE-SP           
ER76791    K58 YR RECD COLLEGE DEGREE-SP           
ER76792    K60 YRS FOREIGN EDUCATION-SP            
ER76793    K61 FOREIGN DEGREES-SPOUSE              
ER76794    K61A ENROLLED IN REGULAR SCHOOL - SP    
ER76795    K61B GRADE CURRENTLY ATTENDING - SP     
ER76796    K62 WTR RECD OTR DEG/CERT-SP            
ER76797    K63 TYPE 1ST OTR DEG/CERT-SP            
ER76798    K64 FIELD 1ST OTR DEG/CERT-SP           
ER76799    K65 INST/ORG OF 1ST OTR DEG/CERT-SP     
ER76800    K66 MO RECD 1ST OTR DEG/CERT-SP         
ER76801    K66 YR RECD 1ST OTR DEG/CERT-SP         
ER76802    K67 WTR 2ND DEGREE/CERT-SP              
ER76803    K63 TYPE 2ND OTR DEG/CERT-SP            
ER76804    K64 FIELD 2ND OTR DEG/CERT-SP           
ER76805    K65 INST/ORG OF 2ND OTR DEG/CERT-SP     
ER76806    K66 MO RECD 2ND OTR DEG/CERT-SP         
ER76807    K66 YR RECD 2ND OTR DEG/CERT-SP         
ER76808    K67 WTR 3RD DEGREE/CERT-SP              
ER76809    K63 TYPE 3RD OTR DEG/CERT-SP            
ER76810    K64 FIELD 3RD OTR DEG/CERT-SP           
ER76811    K65 INST/ORG OF 3RD OTR DEG/CERT-SP     
ER76812    K66 MO RECD 3RD OTR DEG/CERT-SP         
ER76813    K66 YR RECD 3RD OTR DEG/CERT-SP         
ER76814    K67 WTR 4TH DEGREE/CERT-SP              
ER76815    K68A RELIGIOUS PREFERENCE-SP            
ER76816    K70 #YRS WRKD SINCE 18-SP               
ER76817    K71 #YR WRKED FULLTIME-SP               
ER76818    K72 OCCUPATION 1ST FULL TIME JOB-SP     
ER76819    K73 INDUSTRY 1ST FULL-TIME JOB-SP       
ER76820    K74 WTR ATTND SCHOOL SINCE LAST IW-SP   
ER76821    K74C WHERE RCVD EDUCATION - SP          
ER76822    K76CKPT COMPLETED LESS HS/GED - SP      
ER76823    K76 WTR GRADUATED FROM HS/GED-SP        
ER76824    K77 MONTH GRADUATED FROM HS-SP          
ER76825    K77 YEAR GRADUATED FROM HS-SP           
ER76826    K77A GRADES CMPLT BEFORE GED - SP       
ER76827    K77A MO LAST ATTEND REGULAR SCHOOL - SP 
ER76828    K77A YR LAST ATTEND REGULAR SCHOOL -SP  
ER76829    K78 MONTH RECEIVED GED-SP               
ER76830    K78 YEAR RECEIVED GED-SP                
ER76831    K78A GRADES COMPLETED - SP              
ER76832    K78A MO LAST ATTEND REGULAR SCHOOL - SP 
ER76833    K78A YR LAST ATTEND REGULAR SCHOOL -SP  
ER76834    K78B ATTEND COLLEGE SINCE LAST IW - SP  
ER76835    K78BMO MONTH LAST ATTEND COLLGE - SP    
ER76836    K78BYR YEAR LAST ATTEND COLLGE - SP     
ER76837    K78D HIGHEST YR COLLEGE COMPLETED - SP  
ER76838    K78E RECEIVE DEGREE SINCE LAST IW - SP  
ER76839    K78F1 HIGHEST DEGREE EARNED - SP        
ER76840    K78F2 AREA STUDY BA-2DIGIT MEN#1 - SP   
ER76841    K78F2 AREA STUDY BA-2DIGIT MEN#2 - SP   
ER76842    K78F2 AREA STUDY BACHELOR DEG MEN#1 - SP
ER76843    K78F2 AREA STUDY BACHELOR DEG MEN#2 - SP
ER76844    K78F5 MONTH REC BACHELOR DEGREE-SP      
ER76845    K78F5 YEAR REC BACHELOR DEGREE-SP       
ER76846    K78G AREA STUDY HGST-2DIGIT MEN#1 - SP  
ER76847    K78G AREA STUDY HGST-2DIGIT MEN#2 - SP  
ER76848    K78G AREA OF STUDY HIGHEST DEG MEN #1-SP
ER76849    K78G AREA OF STUDY HIGHEST DEG MEN #2-SP
ER76850    K83 MONTH REC HIGHEST COLLEGE DEGREE-SP 
ER76851    K83 YEAR REC HIGHEST COLLEGE DEGREE-SP  
ER76852    K83A YRS SCHOOL COMPLETE OUTSIDE US - SP
ER76853    K83B HIGHEST DEG EARNED OUTSIDE US - SP 
ER76854    K84 WTR CURRENTLY ENROLLED-SP           
ER76855    K84A GRADE CURRENTLY ATTENDING -SP      
ER76856    L1 CKPT: WTR NEW REFERENCE PERSON IN FU 
ER76857    L2 STATE WHERE FATHER BORN-RP           
ER76858    L3 STATE FATHER GREW UP-RP              
ER76859    L4 WTR FATHER EDUCATED IN US-RP         
ER76860    L5 EDUCATION OF FATHER IN US-RP         
ER76861    L6 WTR FATHER READ/WRITE-RP             
